,file,flines,full_path,no_characters,no_lines,no_tokens,prog_lang,round,solution,task,username,year
485561,000000000033d0e6,"import sys

if __name__ == ""__main__"":
    f = sys.stdin
    T = int(f.readline())
    for _T in xrange(T):
        C, D = map(int, f.readline().split())

        X = [None] + map(int, f.readline().split())
        assert len(X) == C
        E = []
        for _ in xrange(D):
            u, v = map(int, f.readline().split())
            E.append((u - 1, v - 1))

        # print C, D
        # print X
        # print E

        order = [None] * C
        times = [None] * C
        order[0] = 0
        times[0] = 0

        seen = 1
        lasttime = 0
        lastguessed = []
        while seen < C:
            # print
            # print order
            # print times
            # print ""seen %d lasttime %d"" % (seen, lasttime)
            found = [i for i in xrange(C) if X[i] == -seen]
            if found:
                # print ""order implies these next:"", found
                newtime = lasttime + 1
                lastguessed = found
                for x in found:
                    times[x] = newtime
                    order[x] = seen
                lasttime = newtime
                seen += len(found)
                continue

            earliest = 1e6
            found = []
            for i in xrange(C):
                if order[i] is not None:
                    continue
                k = X[i]
                if k < 0:
                    continue
                if k > earliest:
                    continue
                if k < earliest:
                    earliest = k
                    found = []
                found.append(i)

            # print ""missing from order, so this must be next:"", found

            for x in found:
                # order[x] = seen - len(lastguessed)
                order[x] = seen
                times[x] = earliest
            seen += len(found)

            # for x in lastguessed:
                # times[x] = earliest
            lastguessed = []
            lasttime = earliest


        # print ""order"", order
        # print ""times"", times

        latencies = []
        for i in xrange(D):
            latencies.append(max(1, abs(times[E[i][0]] - times[E[i][1]])))

        print ""Case #%d: %s"" % (_T + 1, ' '.join(map(str, latencies)))
",000000000033d0e6.PYPY2,2234,82,265,Python,000000000019ffb9,000000000033d0e6,000000000033871f,kmod,2020
485562,000000000033b796,"import collections
import sys

class Direction(object):
    def __init__(self, x, y):
        self.x = x
        self.y = y

    def __eq__(self, rhs):
        return self.x * rhs.y == rhs.x * self.y

    def __hash__(self):
        if self.y == 0:
            return -1
        return int(1000000007 * self.x / self.y)

    def __repr__(self):
        return ""<%s, %s>"" % (self.x, self.y)

if __name__ == ""__main__"":
    f = sys.stdin
    T = int(f.readline())
    for _T in xrange(T):
        N = int(f.readline())

        W = []
        for i in xrange(N):
            W.append(map(int, f.readline().split()))

        directions = set()
        edges = collections.defaultdict(lambda: collections.defaultdict(list))

        for i in range(N):
            for j in range(i):
                d = Direction(W[i][0] - W[j][0], W[i][1] - W[j][1])
                edges[i][d].append(j)
                edges[j][d].append(i)
                directions.add(d)

        # print W

        best = min(N, 2)
        for d in directions:
            # print
            # print ""examining"", d
            used = [False] * N
            total_found = 0
            nodd = 0
            for i in range(N):
                if used[i]:
                    continue
                l = edges[i].get(d)
                if not l:
                    continue

                total_found += 1 + len(l)
                if len(l) % 2 == 0:
                    nodd += 1
                used[i] = True
                for j in l:
                    used[j] = True

            if nodd % 2 == 1:
                total_found -= 1
            t = min(N, total_found + 2)
            # print d, t
            best = max(t, best)

        print ""Case #%d: %d"" % (_T + 1, best)


        # To test:
        # - all in a line
        # - random
        # - grid
",000000000033b796.PYPY2,1840,76,214,Python,000000000019ffb9,000000000033b796,00000000003386d0,kmod,2020
485563,000000000033a73c,"import sys

def brute(L, R):
    i = 1
    while True:
        if L < i and R < i:
            return i - 1, L, R
        if L >= R:
            L -= i
        else:
            R -= i
        i += 1

def solve(L, R):
    flipped = False
    if R > L:
        flipped = True
        L, R = R, L

    x = int(((8 * (L - R) + 1) ** 0.5 - 1) * 0.5)
    t = x

    L -= x * (x + 1) / 2
    assert L >= R
    assert L - (x + 1) < R

    if L == R:
        flipped = False

    y = int(0.5 * (((x+1)**2 + 4 * R) ** 0.5 - (x + 1)))
    t += 2 * y

    L -= y * x + y ** 2
    if L >= x + 2 * y + 1:
        L -= x + 2 * y + 1
        t += 1
        assert L < x + 2 * y + 3
    R -= y * x + y * (y + 1)
    assert R < x + 2 * y + 2, (x, y, L, R)

    if flipped:
        L, R = R, L

    return t, L, R

def check():
    import numpy as np
    np.random.seed(12346)
    for i in range(100):
        for j in range(100):
            print i, j
            a1 = brute(i, j)
            a2 = solve(i, j)
            assert a1 == a2, (a1, a2)
    for i, j in np.random.randint(1, 1000000000, (100000, 2)):
        print i, j
        a1 = brute(i, j)
        a2 = solve(i, j)
        assert a1 == a2, (a1, a2)

if __name__ == ""__main__"":
    f = sys.stdin
    T = int(f.readline())
    for _T in xrange(T):
        L, R = map(int, f.readline().split())

        print ""Case #%d:"" % (_T + 1), ""%d %d %d"" % solve(L, R)
",000000000033a73c.PYPY2,1405,68,288,Python,000000000019ffb9,000000000033a73c,00000000003384ea,kmod,2020
12606,problem_c.py,"import time
 
 print (time.ctime())
 
 N_LIMIT = 30
 MODULO = 100003
 
 # pre-processing
 
 
 def factorial (n):
     s = 1
     for i in range(1,n+1):
         s *= i
     return s
 
 def binomial (n,k):
     if k > n:
         return 0
     return factorial (n)// (factorial(k)*factorial (n-k))
 
 
 
 intermediate_results = [[None]*(N_LIMIT) for i in range(N_LIMIT)]
 for set_maximal_value in range(2,N_LIMIT):
     intermediate_results[set_maximal_value][1] = 1
 
 
 for set_length in range(2,N_LIMIT):
     for set_maximal_value in range(2,N_LIMIT):
         # calculate intermediate_results[set_maximal_value][set_length]
         intermediate_results[set_maximal_value][set_length] = 0
         for next_subset_length in range(1,set_length):
             diff_values = set_maximal_value - set_length
             diff_lengths = set_length - next_subset_length
             binom = binomial (diff_values-1, diff_lengths-1)
             subset_poss = intermediate_results[set_length][next_subset_length]
             all_possibilities = (binom*subset_poss) % MODULO
             intermediate_results[set_maximal_value][set_length] += all_possibilities
             intermediate_results[set_maximal_value][set_length] %= MODULO
                 
 
 results = [0]*N_LIMIT
 for value in range(2,N_LIMIT):
     for set_length in range(1,N_LIMIT):
         results[value] += intermediate_results[value][set_length]
         results[value] %= MODULO
 
 
 
 
 
 
 
 # processing
 
 f_in = open('c:/temp/codejam/round1b/problem_c/C-small-attempt1.in')
 f_out = open('c:/temp/codejam/round1b/problem_c/C-small-attempt1.out','w')
 
 T = int(f_in.readline())
 for case in range(1,T+1):
     n = int (f_in.readline())
     f_out.write('Case #' + str(case) + ': ' + str(results[n]) + '\n')
 
 f_out.close()
 f_in.close()
 
 print (time.ctime())
 
",gcj/2010/635101/bigOnion/598111/0/extracted/problem_c.py,1839,70,153,Python,635101,0,598111,bigOnion,2010
12607,problem_a.py,"import time
 
 print (time.ctime())
 
 f_in = open('c:/temp/codejam/round1b/A-large.in')
 f_out = open('c:/temp/codejam/round1b/A-large.out','w')
 
 T = int(f_in.readline())
 for case in range(1,T+1):
     
     N, M = [int(x) for x in f_in.readline().split()]
     
     existing_directories = {():1}
     for i in range(N):
         path = ''.join(f_in.readline().split())
         if path[-1] == '/':
             path = path[:-1]
         path_list = tuple(path.split('/'))[1:]
         for p in range(len(path_list)+1):
             existing_directories [path_list[:p]] = 1
 
     mkdir_commands = 0
 
     for i in range(M):
         path = ''.join(f_in.readline().split())
         if path[-1] == '/':
             path = path[:-1]
         path_list = tuple(path.split('/'))[1:]
         p = len(path_list)
         while path_list[:p] not in existing_directories:
             p -= 1
             mkdir_commands += 1
         for p in range(len(path_list)+1):
             existing_directories [path_list[:p]] = 1
 
     res = mkdir_commands       
 
     f_out.write('Case #' + str(case) + ': ' + str(res) + '\n')
 
 f_out.close()
 f_in.close()
 
 print (time.ctime())
 
 
",gcj/2010/635101/bigOnion/563117/1/extracted/problem_a.py,1183,46,113,Python,635101,1,563117,bigOnion,2010
12608,problem_a.py,"import time
 
 print (time.ctime())
 
 f_in = open('c:/temp/codejam/round1b/A-small-attempt0.in')
 f_out = open('c:/temp/codejam/round1b/A-small-attempt0.out','w')
 
 T = int(f_in.readline())
 for case in range(1,T+1):
     
     N, M = [int(x) for x in f_in.readline().split()]
     
     existing_directories = {():1}
     for i in range(N):
         path = ''.join(f_in.readline().split())
         if path[-1] == '/':
             path = path[:-1]
         path_list = tuple(path.split('/'))[1:]
         for p in range(len(path_list)+1):
             existing_directories [path_list[:p]] = 1
 
     mkdir_commands = 0
 
     for i in range(M):
         path = ''.join(f_in.readline().split())
         if path[-1] == '/':
             path = path[:-1]
         path_list = tuple(path.split('/'))[1:]
         p = len(path_list)
         while path_list[:p] not in existing_directories:
             p -= 1
             mkdir_commands += 1
         for p in range(len(path_list)+1):
             existing_directories [path_list[:p]] = 1
 
     res = mkdir_commands       
 
     f_out.write('Case #' + str(case) + ': ' + str(res) + '\n')
 
 f_out.close()
 f_in.close()
 
 print (time.ctime())
 
 
",gcj/2010/635101/bigOnion/563117/0/extracted/problem_a.py,1201,46,113,Python,635101,0,563117,bigOnion,2010
12609,problem_b.py,"import time
 from fractions import Fraction
 
 print (time.ctime())
 
 f_in = open('c:/temp/codejam/round1b/B-large.in')
 f_out = open('c:/temp/codejam/round1b/B-large.out','w')
 
 C = int(f_in.readline())
 for case in range(1,C+1):
     N, K, B, T = [int(x) for x in f_in.readline().split()]
     init_places = [int(x) for x in f_in.readline().split()]
     velocities = [int(v) for v in f_in.readline().split()]
     is_able_to_reach = [None]*N
     for i in range(N):
         time_to_reach = Fraction(B - init_places[i] , velocities[i])
         if time_to_reach <= T:
             is_able_to_reach[i] = True
         else:
             is_able_to_reach[i] = False
 
     n_can_reach = is_able_to_reach.count (True)
     
     if n_can_reach >= K:
         total_must_skip = 0
         is_able_to_reach.reverse()
         for i in range(K):
             must_skip = is_able_to_reach.index(True)
             total_must_skip += must_skip
             del is_able_to_reach[must_skip]
         res = total_must_skip
     else:
         res = 'IMPOSSIBLE'
     
     f_out.write('Case #' + str(case) + ': ' + str(res) + '\n')
 
 f_out.close()
 f_in.close()
 
 print (time.ctime())
 
",gcj/2010/635101/bigOnion/542118/1/extracted/problem_b.py,1183,42,116,Python,635101,1,542118,bigOnion,2010
12610,problem_b.py,"import time
 from fractions import Fraction
 
 print (time.ctime())
 
 f_in = open('c:/temp/codejam/round1b/B-small-attempt0.in')
 f_out = open('c:/temp/codejam/round1b/B-small-attempt0.out','w')
 
 C = int(f_in.readline())
 for case in range(1,C+1):
     N, K, B, T = [int(x) for x in f_in.readline().split()]
     init_places = [int(x) for x in f_in.readline().split()]
     velocities = [int(v) for v in f_in.readline().split()]
     is_able_to_reach = [None]*N
     for i in range(N):
         time_to_reach = Fraction(B - init_places[i] , velocities[i])
         if time_to_reach <= T:
             is_able_to_reach[i] = True
         else:
             is_able_to_reach[i] = False
 
     n_can_reach = is_able_to_reach.count (True)
     
     if n_can_reach >= K:
         total_must_skip = 0
         is_able_to_reach.reverse()
         for i in range(K):
             must_skip = is_able_to_reach.index(True)
             total_must_skip += must_skip
             del is_able_to_reach[must_skip]
         res = total_must_skip
     else:
         res = 'IMPOSSIBLE'
     
     f_out.write('Case #' + str(case) + ': ' + str(res) + '\n')
 
 f_out.close()
 f_in.close()
 
 print (time.ctime())
 
",gcj/2010/635101/bigOnion/542118/0/extracted/problem_b.py,1201,42,116,Python,635101,0,542118,bigOnion,2010
37033,problem_c.py,"
 def apply_one_round (k, list_of_group_sizes):
     # apply just one round on the rollercoaster and
     # returns the money earned and new state of queue
     s1= sum (list_of_group_sizes)
     if s1 <= k:
         return s1, list_of_group_sizes
     s = 0
     i = 0
     while s+list_of_group_sizes[i] <= k:
         s += list_of_group_sizes[i]
         i += 1
     return s, list_of_group_sizes[i:] + list_of_group_sizes[:i]
 
 def apply_N_rounds (k, list_of_group_sizes):
     # applies enough number of rounds on the roller coaster
     # until state of queue must repeat itself
     # returns a list of queue state and money earned after every round applied
     N = len(list_of_group_sizes)
     states = []
     money_earned_so_far = 0
     current_round = 0
 
     for curr_round in range(N+10):
         states.append((money_earned_so_far, tuple(list_of_group_sizes)))
         curr_money, list_of_group_sizes = apply_one_round (k, list_of_group_sizes)
         money_earned_so_far += curr_money
 
     return states
 
 
 def simulate_all_rounds (R, k, list_of_group_sizes):
     # make an efficient simulation of running the coaster R times
     N = len(list_of_group_sizes)
     states = apply_N_rounds (k, list_of_group_sizes)
     if R <= len(states)-1:
         return states[R][0]
     else:
         last_reached_queue_state =states[-1][1]
         i = len(states)-2
         while states[i][1] != last_reached_queue_state:
             i -=1
         len_of_repeating_cycle = len(states)-1-i
         money_through_cycle = states[-1][0] - states[i][0]
         n_cycles = (R-i) // len_of_repeating_cycle
         money_earned_so_far = states[i][0] + n_cycles*money_through_cycle
         last_round_reached = i + n_cycles*len_of_repeating_cycle
         more_rounds_needed = R - last_round_reached
         assert more_rounds_needed >=0
         list_of_group_sizes = states[-1][1]
         for i in range (more_rounds_needed):
             curr_money, list_of_group_sizes = apply_one_round (k, list_of_group_sizes)
             money_earned_so_far += curr_money
         return money_earned_so_far
     
 
 
     
 f_in = open('c:/temp/codejam/qualification/C-large.in')
 f_out = open('c:/temp/codejam/qualification/C-large.out','w')
 
 T = int(f_in.readline())
 for case in range(T):
     R, k, N = [int(x) for x in f_in.readline().split()]
     list_of_group_sizes = [int(x) for x in f_in.readline().split()]
     res = simulate_all_rounds (R,k, list_of_group_sizes)
     f_out.write('Case #' + str(case+1) + ': ' + str(res) + '\n')
 
 f_in.close()
 f_out.close()
 
",gcj/2010/433101/bigOnion/509101/1/extracted/problem_c.py,2589,72,258,Python,433101,1,509101,bigOnion,2010
37034,problem_c.py,"
 def apply_one_round (k, list_of_group_sizes):
     # apply just one round on the rollercoaster and
     # returns the money earned and new state of queue
     s1= sum (list_of_group_sizes)
     if s1 <= k:
         return s1, list_of_group_sizes
     s = 0
     i = 0
     while s+list_of_group_sizes[i] <= k:
         s += list_of_group_sizes[i]
         i += 1
     return s, list_of_group_sizes[i:] + list_of_group_sizes[:i]
 
 def apply_N_rounds (k, list_of_group_sizes):
     # applies enough number of rounds on the roller coaster
     # until state of queue must repeat itself
     # returns a list of queue state and money earned after every round applied
     N = len(list_of_group_sizes)
     states = []
     money_earned_so_far = 0
     current_round = 0
 
     for curr_round in range(N+10):
         states.append((money_earned_so_far, tuple(list_of_group_sizes)))
         curr_money, list_of_group_sizes = apply_one_round (k, list_of_group_sizes)
         money_earned_so_far += curr_money
 
     return states
 
 
 def simulate_all_rounds (R, k, list_of_group_sizes):
     # make an efficient simulation of running the coaster R times
     N = len(list_of_group_sizes)
     states = apply_N_rounds (k, list_of_group_sizes)
     if R <= len(states)-1:
         return states[R][0]
     else:
         last_reached_queue_state =states[-1][1]
         i = len(states)-2
         while states[i][1] != last_reached_queue_state:
             i -=1
         len_of_repeating_cycle = len(states)-1-i
         money_through_cycle = states[-1][0] - states[i][0]
         n_cycles = (R-i) // len_of_repeating_cycle
         money_earned_so_far = states[i][0] + n_cycles*money_through_cycle
         last_round_reached = i + n_cycles*len_of_repeating_cycle
         more_rounds_needed = R - last_round_reached
         assert more_rounds_needed >=0
         list_of_group_sizes = states[-1][1]
         for i in range (more_rounds_needed):
             curr_money, list_of_group_sizes = apply_one_round (k, list_of_group_sizes)
             money_earned_so_far += curr_money
         return money_earned_so_far
     
 
 
     
 f_in = open('c:/temp/codejam/qualification/C-small-attempt0.in')
 f_out = open('c:/temp/codejam/qualification/C-small-attempt0.out','w')
 
 T = int(f_in.readline())
 for case in range(T):
     R, k, N = [int(x) for x in f_in.readline().split()]
     list_of_group_sizes = [int(x) for x in f_in.readline().split()]
     res = simulate_all_rounds (R,k, list_of_group_sizes)
     f_out.write('Case #' + str(case+1) + ': ' + str(res) + '\n')
 
 f_in.close()
 f_out.close()
 
",gcj/2010/433101/bigOnion/509101/0/extracted/problem_c.py,2607,72,258,Python,433101,0,509101,bigOnion,2010
37035,problem_b.py,"
 def gcd (a,b):
     ""gcd (a, b)  -  claculate greatest common divisor of a and b""
     if a==0:
         return b
     if b==0:
         return a
     while b != 0:
         a,b = b, a %b
     return a
 
 def gcd_list (l):
     ""gcd_list (l)  -  claculate greatest common divisor of all numbers in list l""
     g = l[0]
     for i in l[1:]:
         g = gcd(g,i)
     return g
 
 
 
 f_in = open('c:/temp/codejam/qualification/B-large.in')
 f_out = open('c:/temp/codejam/qualification/B-large.out','w')
 
 C = int(f_in.readline())
 print (C)
 for case in range(C):
     line = f_in.readline()
     list_of_event_times = [int(x) for x in line.split()][1:]
     max_time= max(list_of_event_times)
     time_differences = [max_time - x for x in list_of_event_times]
     g = gcd_list (time_differences)
     #print (list_of_event_times, time_differences, g)
     t_i = list_of_event_times[-1]
     if t_i % g == 0:
         res = 0
     else:
         res = (t_i// g +1)*g - t_i
 
     f_out.write('Case #' + str(case+1) + ': ' + str(res) + '\n')
 
 
 f_in.close()
 f_out.close()
 
",gcj/2010/433101/bigOnion/506101/1/extracted/problem_b.py,1081,45,139,Python,433101,1,506101,bigOnion,2010
37036,problem_b.py,"
 def gcd (a,b):
     ""gcd (a, b)  -  claculate greatest common divisor of a and b""
     if a==0:
         return b
     if b==0:
         return a
     while b != 0:
         a,b = b, a %b
     return a
 
 def gcd_list (l):
     ""gcd_list (l)  -  claculate greatest common divisor of all numbers in list l""
     g = l[0]
     for i in l[1:]:
         g = gcd(g,i)
     return g
 
 
 
 f_in = open('c:/temp/codejam/qualification/B-small-attempt0.in')
 f_out = open('c:/temp/codejam/qualification/B-small-attempt0.out','w')
 
 C = int(f_in.readline())
 print (C)
 for case in range(C):
     line = f_in.readline()
     list_of_event_times = [int(x) for x in line.split()][1:]
     max_time= max(list_of_event_times)
     time_differences = [max_time - x for x in list_of_event_times]
     g = gcd_list (time_differences)
     #print (list_of_event_times, time_differences, g)
     t_i = list_of_event_times[-1]
     if t_i % g == 0:
         res = 0
     else:
         res = (t_i// g +1)*g - t_i
 
     f_out.write('Case #' + str(case+1) + ': ' + str(res) + '\n')
 
 
 f_in.close()
 f_out.close()
 
",gcj/2010/433101/bigOnion/506101/0/extracted/problem_b.py,1099,45,139,Python,433101,0,506101,bigOnion,2010
37037,problem_a.py,"f_in = open ('c:/temp/codejam/qualification/A-large.in')
 f_out = open ('c:/temp/codejam/qualification/A-large.out','w')
 
 T = int(f_in.readline())
 for case in range(T):
     N,K = [int(x) for x in f_in.readline().split()]
     if (K+1) % (2**N) == 0:
         f_out.write ('Case #' + str(case+1) + ': ON\n')
     else:
         f_out.write ('Case #' + str(case+1) + ': OFF\n')
 
 f_in.close()
 f_out.close()
",gcj/2010/433101/bigOnion/502103/1/extracted/problem_a.py,411,14,47,Python,433101,1,502103,bigOnion,2010
37038,problem_a.py,"f_in = open ('c:/temp/codejam/qualification/A-small-attempt0.in')
 f_out = open ('c:/temp/codejam/qualification/A-small-attempt0.out','w')
 
 T = int(f_in.readline())
 for case in range(T):
     N,K = [int(x) for x in f_in.readline().split()]
     if (K+1) % (2**N) == 0:
         f_out.write ('Case #' + str(case+1) + ': ON\n')
     else:
         f_out.write ('Case #' + str(case+1) + ': OFF\n')
 
 f_in.close()
 f_out.close()
",gcj/2010/433101/bigOnion/502103/0/extracted/problem_a.py,429,14,47,Python,433101,0,502103,bigOnion,2010
67540,problem_c.py,"import time
 #from copy import deepcopy
 
 SMALL_LIMIT = 102
 print (time.ctime())
 
 f_in = open('c:/temp/codejam/round2/c/C-small-attempt1.in')
 f_out = open('c:/temp/codejam/round2/c/C-small-attempt1.out','w')
 
 def is_bacteria_in_mat (mat):
     for line in mat:
         if True in line:
             return True
     return False
 
 T = int(f_in.readline())
 for case in range(1,T+1):
 
     print (case,end ='  ')
     R  = int(f_in.readline())
     mat = [[False]*SMALL_LIMIT for i in range(SMALL_LIMIT)]
     start_diagonal = 2
     for rect in range(R):
         x1,y1,x2,y2 = [int(x) for x in f_in.readline().split()]
         for x in range(x1,x2+1):
             for y in range(y1,y2+1):
                 mat[x][y] = True
 
     print ('*')
     
     # simulate
 
     count_time = 0
     while is_bacteria_in_mat(mat):
         #mat2 = deepcopy(mat)
         for x in range(SMALL_LIMIT-1,0,-1):
             for y in range(SMALL_LIMIT-1,0,-1):
                 if mat[x-1][y] and mat[x][y-1]:
                     mat[x][y] = True
                 if (not mat[x-1][y]) and (not mat[x][y-1]):
                     mat[x][y] = False
 ##        for x in range(SMALL_LIMIT):
 ##            mat2[x][0] = False
 ##            mat2[0][x] = False
 
         count_time +=1
         
         
     f_out.write('Case #' + str(case) + ': ' + str(count_time) + '\n')
 
 f_out.close()
 f_in.close()
 
 print (time.ctime())
 
",gcj/2010/635102/bigOnion/706485/0/extracted/problem_c.py,1429,56,144,Python,635102,0,706485,bigOnion,2010
67541,problem_b.py,"import time
 from copy import deepcopy
 
 
 print (time.ctime())
 
 f_in = open('c:/temp/codejam/round2/b/B-small-attempt0.in')
 f_out = open('c:/temp/codejam/round2/b/B-small-attempt0.out','w')
 
 T = int(f_in.readline())
 for case in range(1,T+1):
 
     P = int(f_in.readline())
     M_arr = [int(x) for x in f_in.readline().split()]
     prices = []
     for i in range(P):
         prices.append([int(x) for x in f_in.readline().split()])
     game_price = prices[0][0]
     must_buy = [[False for i in range(2**j)] for j in range(P-1,-1,-1)]
     for i in range(2**P):
         for j in range(P-M_arr[i]):
             k = i//(2**(P-j))
             must_buy[-1-j][k] = True
     count = 0
     for l in must_buy:
         count += l.count(True)
     
     res = count * game_price
     
     f_out.write('Case #' + str(case) + ': ' + str(res) + '\n')
 
 f_out.close()
 f_in.close()
 
 print (time.ctime())
 
",gcj/2010/635102/bigOnion/698485/0/extracted/problem_b.py,915,37,101,Python,635102,0,698485,bigOnion,2010
67542,problem_a.py,"import time
 print (time.ctime())
 
 def is_elegant (d):
     l = len(d)
     for i in range(l//2+1):
         for j in range(l//2+1):
             tmp = [d[i][j], d[j][i], d[l-1-i][l-1-j],d[l-1-j][l-1-i]]
             while None in tmp:
                 tmp.remove(None)
             tmp.sort()
             if tmp and tmp[0] != tmp[-1]:
                 return False
     return True
 
             
 f_in = open('c:/temp/codejam/round2/a/A-small-attempt2.in')
 f_out = open('c:/temp/codejam/round2/a/A-small-attempt2.out','w')
 #f_in = open('c:/temp/codejam/round2/a/sample.in')
 #f_out = open('c:/temp/codejam/round2/a/sample.out','w')
 
 T = int(f_in.readline())
 for case in range(1,T+1):
 
     k = int(f_in.readline())
     diamond = [[None]*k for i in range(k)]
     for line in range(k):
         digits = [int(x) for x in f_in.readline().split()]
         for i in range(len(digits)):
             diamond[line-i][i] = digits[i]
         #print (diamond)
     for diag in range(k-1):
         digits = [int(x) for x in f_in.readline().split()]
         line = k + diag
         for i in range(len(digits)):
             diamond[k-i-1][line-(k-i-1)] = digits[i]
         #print (diamond)
 
     #print (diamond)
     #print ('**********************')
 
     res = None
     for good_size in range(k,2*k+2):
         if res != None:
             break
         for t1 in range(good_size-k+1):
             if res != None:
                 break
             for t2 in range(good_size-k+1):
                 diamond2 = [[None]*good_size for i in range(good_size)]
                 if res != None:
                     break
                 zevel = False
                 for line in range(k):
                     diamond2[line+t1][t2:t2+k] = diamond[line]
                     if len(diamond2[line+t1]) != good_size:
                         zevel = True
                 #print (k, good_size,diamond2)
                 if (not zevel) and is_elegant(diamond2):
                     res = (good_size) **2 - k**2
                     
         
     print (res)
     f_out.write('Case #' + str(case) + ': ' + str(res) + '\n')
 
 f_out.close()
 f_in.close()
 
 print (time.ctime())
 
",gcj/2010/635102/bigOnion/694485/0/extracted/problem_a.py,2191,71,202,Python,635102,0,694485,bigOnion,2010
32639,c.py,"
 fin = open ('c:/users/hai/my projects/google code jam/2011/qualification/C/C-large.in')
 fout = open ('c:/users/hai/my projects/google code jam/2011/qualification/C/C-large.out','w')
 
 T = int(fin.readline())
 
 for testcase in range(1,T+1):
     fin.readline()
     
     values = [int(x) for x in fin.readline().split()]
 
     xor_sum = 0
     for i in values:
         xor_sum ^= i
 
     if xor_sum == 0:
         # splitting possible
         best_split = sum(values) - min(values)
         outputline = 'Case #' + str(testcase)+': ' + str(best_split)
     else:
         # splitting impossible
         outputline = 'Case #' + str(testcase)+': ' + 'NO'
 
     fout.write (outputline+ '\n')
     
     
 
 
 fin.close()
 fout.close()
",gcj/2011/975485/bigOnion/1059486/1/extracted/c.py,743,31,78,Python,975485,1,1059486,bigOnion,2011
32640,c.py,"
 fin = open ('c:/users/hai/my projects/google code jam/2011/qualification/C/C-small-attempt0.in')
 fout = open ('c:/users/hai/my projects/google code jam/2011/qualification/C/C-small-attempt0.out','w')
 
 T = int(fin.readline())
 
 for testcase in range(1,T+1):
     fin.readline()
     
     values = [int(x) for x in fin.readline().split()]
 
     xor_sum = 0
     for i in values:
         xor_sum ^= i
 
     if xor_sum == 0:
         # splitting possible
         best_split = sum(values) - min(values)
         outputline = 'Case #' + str(testcase)+': ' + str(best_split)
     else:
         # splitting impossible
         outputline = 'Case #' + str(testcase)+': ' + 'NO'
 
     fout.write (outputline+ '\n')
     
     
 
 
 fin.close()
 fout.close()
",gcj/2011/975485/bigOnion/1059486/0/extracted/c.py,761,31,78,Python,975485,0,1059486,bigOnion,2011
32641,a.py,"
 fin = open ('c:/users/hai/my projects/google code jam/2011/qualification/A/A-large.in')
 fout = open ('c:/users/hai/my projects/google code jam/2011/qualification/A/A-large.out','w')
 
 T = int(fin.readline())
 
 for testcase in range(1,T+1):
     
     l = fin.readline().split()
     N= int(l[0])
     l = l[1:]
     buttons = []
     for i in range(N):
         buttons.append((l[0],int(l[1])))
         del l[:2]
 
     pos_o = 1
     pos_b = 1
     time_o = 0
     time_b = 0
 
     min_times = []
     for btn in buttons:
         if btn[0] == 'B':
             time_b += abs(pos_b-btn[1])+1
             min_times.append(['B', time_b])
             pos_b = btn[1]
         if btn[0] == 'O':
             time_o += abs(pos_o-btn[1])+1
             min_times.append(['O', time_o])
             pos_o = btn[1]
 
 
     for i in range(1,len(min_times)):
         if min_times[i][1] <= min_times[i-1][1]:
             if min_times[i][0] == 'O':
                 delay_o = min_times[i-1][1] - min_times[i][1] + 1
                 for j in range(i, len(min_times)):
                     if min_times[j][0] == 'O':
                         min_times[j][1] += delay_o
             elif min_times[i][0] == 'B':
                 delay_b = min_times[i-1][1] - min_times[i][1] + 1
                 for j in range(i, len(min_times)):
                     if min_times[j][0] == 'B':
                         min_times[j][1] += delay_b
             else:
                 assert ValueError
 
     all_time_o = max([0] + [x[1] for x in min_times if x[0] == 'O'])
     all_time_b = max([0] + [x[1] for x in min_times if x[0] == 'B'])
     all_time = max([all_time_o, all_time_b])
 
 
     outputline = 'Case #' + str(testcase)+': ' + str(all_time)
     fout.write (outputline+ '\n')
     
     
 
 
 fin.close()
 fout.close()
",gcj/2011/975485/bigOnion/1080487/1/extracted/a.py,1817,62,183,Python,975485,1,1080487,bigOnion,2011
